FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
41,85,48.2,5,22,22.7,17,20,85,6,30,36,30,9,3,16,13,-9,105.1,114.1,-9.1,73.2,1.88,27.3,76.2,51.2,16.2,51.2,55.4,99,47.1,0
43,95,45.3,11,31,35.5,7,12,58.3,10,24,34,27,7,2,14,13,-12,105.1,116,-10.9,62.8,1.93,25.9,63.4,42.1,14.1,51.1,51.9,99.5,38.7,0
41,78,52.6,11,24,45.8,15,17,88.2,9,39,48,24,5,4,19,16,14,116.1,100,16.1,58.5,1.26,32.4,76.4,58.7,20.4,59.6,63.2,93.5,56.8,1
43,97,44.3,14,37,37.8,25,34,73.5,13,40,53,25,8,6,12,20,6,115.7,110.2,5.6,58.1,2.08,32.2,77.8,54,11.1,51.5,55.8,97.81,49.7,1
38,79,48.1,13,36,36.1,16,22,72.7,11,29,40,29,8,2,25,18,-19,104,125.3,-21.3,76.3,1.16,38.6,86.5,60.5,24.8,56.3,59.2,100,40.6,0
43,81,53.1,11,27,40.7,16,25,64,10,37,47,19,3,6,22,24,5,108.7,103.8,4.8,44.2,0.86,23.8,62.7,47.7,21.2,59.9,61.4,104,53.7,1
48,94,51.1,10,28,35.7,21,25,84,17,38,55,25,8,6,17,22,22,121,101.9,19,52.1,1.47,38.8,80,59.6,16.2,56.4,60.5,104,60.1,1
35,95,36.8,7,33,21.2,15,22,68.2,16,29,45,22,9,1,16,17,-41,89.3,129.1,-39.8,62.9,1.38,30.8,73.2,47.2,15.5,40.5,43.9,103,29.6,0
41,89,46.1,15,38,39.5,6,11,54.5,9,36,45,31,4,2,20,24,-6,103,109,-6,75.6,1.55,26.9,82.6,53.1,20,54.5,54.9,100,44.4,0
52,92,56.5,18,35,51.4,12,18,66.7,5,29,34,34,6,3,15,18,-5,122.9,127.5,-4.6,65.4,2.27,19,65.3,44,13.8,66.3,67.1,98.72,47.3,0
41,95,43.2,16,44,36.4,14,14,100,13,33,46,26,8,3,16,15,-19,110.9,129.7,-18.8,63.4,1.63,35.2,76.7,53.6,15.8,51.6,55.4,101,39.8,0
42,90,46.7,13,36,36.1,12,14,85.7,15,37,52,23,7,3,23,21,-6,106.9,111.7,-4.8,54.8,1,36,78.7,56.7,22.5,53.9,56.7,102.5,47.4,0
42,97,43.3,11,34,32.4,16,18,88.9,14,32,46,25,7,2,14,20,-14,108.8,122.5,-13.7,59.5,1.79,35.1,71.1,51,13.7,49,52.9,102,42.4,0
48,96,50,9,24,37.5,10,13,76.9,11,34,45,25,9,6,14,21,15,115,101,14,52.1,1.79,34,75,54.1,14,54.7,56.5,99.5,59.1,1
42,84,50,13,30,43.3,9,11,81.8,11,32,43,30,5,1,21,20,-12,107.1,119.2,-12.1,71.4,1.43,27.3,79.1,52.9,21.2,57.7,59.7,99,44.7,0
44,96,45.8,11,33,33.3,13,17,76.5,10,26,36,24,7,1,9,21,-12,114.3,124,-9.7,54.5,2.67,25.9,79.5,48.4,9.2,51.6,54.1,99,41.6,0
32,94,34,11,33,33.3,11,17,64.7,16,37,53,15,5,4,10,14,-20,89.6,110.4,-20.8,46.9,1.5,28.8,82.6,50.9,10.4,39.9,42.4,96,36.5,0
40,73,54.8,15,29,51.7,21,23,91.3,7,29,36,27,5,5,27,18,-2,114.9,116.8,-2,67.5,1,32.4,82.5,59.5,26.7,65.1,69.8,101,48.8,0
41,92,44.6,9,36,25,18,26,69.2,16,34,50,18,6,2,15,19,-4,106.9,109.7,-2.8,43.9,1.2,32.7,80.9,54.9,14.7,49.5,52.7,102.5,41,0
38,91,41.8,14,37,37.8,13,15,86.7,8,32,40,25,5,6,13,21,-25,104,129.3,-25.3,65.8,1.92,26.4,65.3,45.1,13.1,49.5,52.8,99,37.2,0
38,85,44.7,7,25,28,16,24,66.7,10,30,40,21,4,1,20,22,-29,99,129.3,-30.3,55.3,1.05,32.7,74.4,51.6,20,48.8,51.8,99.5,32.6,0
